sexo,raça,idade,frequenta_escola,frequentou_escola,curso_frequentado,terminou_curso,V4001,V4002,V4003,V4004,condicao_domicilio,num_pessoas_domicilio,bolsa_familia,aux_governo,renda_per_capita,num_serie,evasao
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Sim,352.0,2,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,606.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,300.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,421.0,2,1.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,4,Não,Não,2053.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,5,Não,Não,1516.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1900.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,1200.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,3,Não,Não,333.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,3,Não,Não,2100.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,1300.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,1125.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2750.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,2,Não,Não,2593.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,243.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1100.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2550.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,689.0,3,0.0
Mulher,Amarela,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,575.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,4000.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,700.0,2,1.0
Homem,Preta,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,662.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,416.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,647.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,5,Não,Não,980.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,4,Não,Não,1850.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,6,Não,Não,683.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1303.0,1,1.0
Homem,Preta,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,220.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,3225.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,606.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1467.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,2,Não,Não,850.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,550.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,1160.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1517.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,2362.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,1035.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1135.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1900.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,925.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,562.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,562.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,2833.0,4,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,5,Não,Não,1080.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Sim,Próprio de algum morador - já pago,3,Não,Não,667.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,403.0,2,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,4,Não,Não,500.0,2,1.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,4,Não,Não,500.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1200.0,3,0.0
Mulher,Indígena,16,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Cedido por empregador,7,Não,Não,329.0,1,1.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por empregador,4,Não,Não,1715.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,4,Não,Não,1715.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1200.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,2120.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1442.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,3,Não,Não,404.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,500.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,4167.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2053.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,875.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,8,Não,Não,300.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1000.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,850.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,8,Não,Não,1613.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,6,Não,Não,1320.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,4,Não,Não,925.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Sim,Não,Cedido por empregador,6,Não,Não,823.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por empregador,6,Não,Não,823.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Cedido por empregador,5,Não,Não,842.0,3,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,3417.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1375.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,800.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,1583.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,4150.0,3,0.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,1200.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,13333.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,3,Não,Não,800.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,1025.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,1313.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,633.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,3750.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,3,Não,Não,801.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,4,Não,Não,1725.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1500.0,4,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,767.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,640.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,830.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,4150.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,250.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,3167.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,2584.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,700.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1000.0,2,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1260.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,250.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,1725.0,3,0.0
Homem,Parda,16,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,12,Não,Não,373.0,2,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1063.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,750.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,528.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,417.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,2,Não,Não,1160.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Cedido por familiar,4,Não,Não,625.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,2,Não,Não,750.0,3,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,500.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,5,Não,Não,1680.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,2600.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,0.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1200.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1473.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,625.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,1207.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,1107.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,1457.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,625.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2375.0,2,1.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2500.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,5,Não,Não,2030.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1433.0,1,1.0
Homem,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,3,Não,Não,640.0,2,1.0
Homem,Amarela,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,2,Não,Não,792.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Alugado,2,Não,Não,1355.0,1,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,5,Não,Não,664.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1700.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1575.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,875.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Alugado,4,Não,Não,1726.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,8,Não,Não,1378.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,5750.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,3,Não,Não,1217.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,517.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,4,Não,Não,613.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1300.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,6,Não,Não,2333.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,2975.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,4,Não,Não,1280.0,4,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,7,Não,Não,636.0,2,1.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1850.0,3,0.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,6250.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1550.0,3,0.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1376.0,3,0.0
Homem,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,300.0,3,0.0
Mulher,Preta,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,6,Não,Não,817.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,730.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,7,Não,Não,414.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,650.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,650.0,1,1.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,4,Não,Não,703.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,388.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,325.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,220.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - ainda pagando,3,Não,Não,1733.0,3,0.0
Homem,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1467.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Alugado,2,Não,Não,880.0,3,1.0
Mulher,Branca,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,800.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,350.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Sim,Não,Não,Não,Próprio de algum morador - já pago,8,Não,Não,631.0,1,1.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Não,Não,Não,Não,Não,Cedido por familiar,2,Não,Não,350.0,3,1.0
Mulher,Parda,17,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,1350.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - ainda pagando,5,Não,Não,1311.0,3,0.0
Homem,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,2,Não,Não,1050.0,3,0.0
Mulher,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Sim,Próprio de algum morador - já pago,3,Não,Não,1000.0,4,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,2,Não,Não,900.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Alugado,3,Não,Não,833.0,4,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,6,Não,Não,773.0,3,0.0
Homem,Parda,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Próprio de algum morador - já pago,4,Não,Não,3300.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Sim,Não,Não,Não,Cedido por familiar,6,Não,Não,2459.0,3,0.0
Mulher,Branca,18,Não,Sim,Regular do ensino médio ou do 2º grau,Sim,Não,Não,Não,Não,Próprio de algum morador - já pago,3,Não,Não,1273.0,3,0.0
